Customer,State,Customer_Lifetime_Value,Response,Coverage,Education,Effective_To_Date,Employment_Status,Gender,Income,Location_Code,Marital_Status
TN90661,Nevada,5811.92,No,Basic,High School or Below,1/9/2011,Employed,M,83318,Suburban,Married
ZU88029,Oregon,4064.67,No,Basic,Master,2/28/2011,Retired,F,26161,Suburban,Single
TQ88221,California,2841.44,No,Basic,Bachelor,1/7/2011,Employed,F,30473,Suburban,Married
KH34667,Nevada,6832.13,No,Extended,College,1/18/2011,Employed,M,50472,Urban,Married
HW54198,Nevada,5201.97,No,Basic,Master,1/29/2011,Employed,M,94186,Rural,Married
GZ79662,Arizona,5484.59,No,Basic,High School or Below,2/21/2011,Employed,M,47611,Suburban,Married
YA11342,California,7672.68,No,Premium,High School or Below,2/4/2011,Unemployed,M,0,Suburban,Married
ZW18871,Oregon,8272.49,No,Basic,High School or Below,1/20/2011,Employed,M,91245,Rural,Divorced
QZ17137,Arizona,3330.67,No,Extended,High School or Below,2/5/2011,Employed,F,45944,Rural,Married
UV53712,California,5562.46,No,Basic,College,2/19/2011,Employed,F,59649,Rural,Married
SJ43436,Oregon,2452.74,No,Basic,Bachelor,1/28/2011,Employed,F,52785,Rural,Married
VW46878,Oregon,7920.28,No,Basic,High School or Below,2/8/2011,Employed,F,59648,Suburban,Married
TW91179,Oregon,3861.49,Yes,Extended,College,1/6/2011,Employed,F,93272,Urban,Married
LG19551,Arizona,5764.78,No,Basic,Bachelor,1/25/2011,Employed,M,22134,Suburban,Married
QK18099,Washington,5375.84,No,Basic,College,1/12/2011,Employed,F,69050,Suburban,Married
WN14473,Arizona,2882.35,No,Basic,Master,2/17/2011,Employed,M,87798,Urban,Married
WH62198,California,2213.19,No,Basic,Bachelor,2/26/2011,Unemployed,M,0,Suburban,Divorced
SP85148,California,9429.63,No,Basic,Master,1/31/2011,Employed,F,43811,Suburban,Married
FB49203,California,6239.26,No,Extended,College,2/26/2011,Unemployed,F,0,Suburban,Single
FF94341,Nevada,7668.81,No,Extended,Bachelor,1/26/2011,Employed,F,92456,Suburban,Divorced
TS42594,California,13770.98,Yes,Premium,High School or Below,2/1/2011,Employed,F,59207,Suburban,Single
IL43607,California,2742.84,No,Basic,High School or Below,1/2/2011,Employed,F,64519,Suburban,Married
FL85008,Oregon,13466.92,Yes,Basic,High School or Below,2/23/2011,Disabled,F,11432,Suburban,Married
AN47199,Nevada,8858.35,No,Extended,College,2/11/2011,Unemployed,F,0,Rural,Married
SV28347,California,8485.33,No,Basic,High School or Below,2/14/2011,Employed,M,32607,Suburban,Single
IC78105,Arizona,7744.64,No,Basic,High School or Below,1/16/2011,Disabled,F,26444,Suburban,Married
RB28630,Oregon,5894.91,No,Basic,High School or Below,2/20/2011,Employed,F,39381,Suburban,Married
KA32645,Nevada,5770.68,No,Extended,College,2/2/2011,Unemployed,M,0,Suburban,Single
QD73891,Oregon,5261.12,No,Basic,High School or Below,1/13/2011,Employed,M,90217,Suburban,Married
LM58949,Oregon,2403.54,No,Basic,High School or Below,1/30/2011,Disabled,M,24248,Suburban,Married
YG40323,Arizona,9124.6,No,Premium,Bachelor,1/17/2011,Employed,M,99368,Rural,Married
EP82214,Arizona,26180.81,No,Extended,High School or Below,1/7/2011,Employed,F,68189,Urban,Married
EO91797,Nevada,15641.26,No,Extended,Master,1/11/2011,Employed,F,32370,Urban,Married
RU50098,Arizona,2574.02,Yes,Basic,Master,1/14/2011,Employed,F,34990,Rural,Single
QW10541,California,5319.84,No,Basic,High School or Below,1/31/2011,Employed,F,25714,Suburban,Married
SB50826,Oregon,7496.01,No,Extended,College,1/19/2011,Employed,M,61091,Urban,Single
XX29952,Arizona,12174.59,No,Premium,College,1/12/2011,Employed,M,88184,Rural,Married
AT93647,California,2605.57,No,Basic,College,1/5/2011,Employed,F,60252,Urban,Married
QP56563,Oregon,2707.21,No,Basic,College,1/13/2011,Employed,M,80985,Rural,Married
TN76120,Washington,5528.21,Yes,Basic,Bachelor,1/19/2011,Employed,M,36088,Suburban,Single
TY43440,California,8819.02,Yes,Basic,High School or Below,1/10/2011,Employed,M,99845,Suburban,Married
WO59883,Washington,19014.48,No,Basic,High School or Below,1/19/2011,Employed,F,29822,Suburban,Single
MM45334,Oregon,8169.51,No,Basic,College,2/14/2011,Employed,F,40803,Rural,Single
KH93988,Oregon,7708.88,No,Extended,College,1/5/2011,Employed,F,71134,Rural,Married
RY38931,Arizona,5528.21,Yes,Basic,Bachelor,1/19/2011,Employed,M,36088,Suburban,Single
CV48634,Nevada,12128.45,No,Basic,College,1/16/2011,Employed,M,29431,Rural,Married
IH48064,Washington,9080.28,No,Basic,High School or Below,2/2/2011,Employed,M,68073,Suburban,Married
ZS96174,Oregon,6796.84,No,Basic,College,1/19/2011,Medical Leave,M,17937,Suburban,Single
MI62456,Arizona,2867.31,Yes,Extended,Bachelor,1/3/2011,Retired,F,23376,Suburban,Divorced
DD44177,California,2395.57,Yes,Basic,Doctor,1/27/2011,Disabled,F,21986,Suburban,Divorced
NX31380,Arizona,7094.17,No,Extended,Bachelor,2/18/2011,Employed,F,23032,Suburban,Married
KQ43374,Oregon,4128.09,No,Basic,College,2/19/2011,Employed,F,32114,Urban,Married
XA54112,California,4046.94,No,Basic,Bachelor,2/11/2011,Disabled,M,13330,Suburban,Single
QB14087,California,4869.28,No,Basic,College,1/19/2011,Employed,F,44934,Suburban,Married
FV42881,Oregon,2902.15,No,Basic,College,2/5/2011,Employed,F,96137,Rural,Married
AV76907,Oregon,4282.95,Yes,Basic,College,2/26/2011,Employed,F,40864,Rural,Married
VM85555,California,7750.12,No,Basic,College,2/23/2011,Employed,F,22668,Rural,Single
ZU88113,Oregon,6627.17,No,Extended,College,2/7/2011,Employed,M,90751,Urban,Married
SZ75668,Oregon,7474.61,No,Basic,College,1/15/2011,Employed,M,44186,Urban,Married
MZ65087,Oregon,5561.29,No,Basic,College,1/29/2011,Employed,M,92678,Rural,Divorced
EL61402,Arizona,6098.46,No,Extended,Bachelor,1/5/2011,Employed,F,74257,Urban,Married
CJ31839,California,2859.53,No,Basic,Bachelor,2/18/2011,Employed,M,99981,Urban,Married
XM11175,Arizona,5994.42,No,Extended,College,1/2/2011,Unemployed,M,0,Suburban,Single
LF41085,Arizona,5635.25,No,Basic,College,1/22/2011,Medical Leave,F,19591,Rural,Divorced
MB19556,California,5067.21,No,Extended,College,1/20/2011,Employed,F,29095,Suburban,Married
HC74532,Oregon,2263.28,No,Basic,Bachelor,1/19/2011,Unemployed,F,0,Suburban,Married
SB66770,Arizona,14435.67,Yes,Premium,Master,1/26/2011,Employed,M,60880,Rural,Married
JI25066,Arizona,4928.4,No,Basic,Bachelor,1/18/2011,Employed,F,61785,Urban,Married
PY98958,Oregon,12036.62,Yes,Basic,Bachelor,2/10/2011,Employed,M,44428,Suburban,Single
RA65645,California,8564.77,Yes,Basic,High School or Below,2/17/2011,Employed,M,95697,Rural,Married
FQ79356,California,2361.88,No,Basic,Bachelor,2/24/2011,Medical Leave,F,18064,Urban,Married
TM25808,California,5565.69,No,Basic,High School or Below,2/10/2011,Employed,M,74720,Urban,Divorced
XO46388,California,5146.81,No,Basic,Bachelor,1/25/2011,Disabled,F,22594,Suburban,Married
LB81265,Arizona,2938.08,No,Basic,Bachelor,2/9/2011,Employed,F,40987,Urban,Divorced
JR38787,Nevada,14432.75,No,Extended,High School or Below,2/19/2011,Disabled,M,24561,Suburban,Married
KZ22690,California,13027.42,No,Extended,College,2/12/2011,Employed,F,76456,Rural,Single
NY49598,California,2451.99,No,Basic,College,1/21/2011,Employed,M,65828,Suburban,Divorced
KY39767,Oregon,4661.98,No,Basic,College,2/4/2011,Unemployed,F,0,Suburban,Single
YU35386,Arizona,5600.01,No,Basic,Bachelor,2/15/2011,Employed,F,63621,Suburban,Married
TF82172,Arizona,4016.13,No,Basic,College,1/5/2011,Medical Leave,M,10074,Rural,Married
ER40041,Oregon,22195.8,No,Basic,College,2/5/2011,Employed,F,78965,Rural,Married
MS39869,Nevada,7343.35,No,Basic,College,1/5/2011,Unemployed,F,0,Suburban,Single
PV77906,Arizona,4804.51,No,Basic,Bachelor,1/22/2011,Disabled,M,23604,Suburban,Married
QF21045,Oregon,2735.54,No,Basic,College,2/14/2011,Employed,F,99205,Urban,Married
HF65914,Arizona,6940.97,No,Extended,College,1/3/2011,Unemployed,M,0,Suburban,Married
AJ58038,California,2396.22,Yes,Basic,Bachelor,1/10/2011,Unemployed,F,0,Suburban,Married
ZR88383,Nevada,5380.9,Yes,Basic,College,2/24/2011,Employed,F,55350,Suburban,Married
OT49339,Oregon,8432.82,No,Basic,College,2/26/2011,Disabled,M,21052,Urban,Married
FI74985,Oregon,7556.51,No,Basic,High School or Below,1/19/2011,Unemployed,F,0,Suburban,Single
JW15301,Arizona,7787.43,No,Basic,High School or Below,1/20/2011,Medical Leave,M,24664,Suburban,Married
PY20159,Nevada,4787.81,No,Extended,College,1/27/2011,Employed,M,45225,Rural,Single
NC42524,California,9707.65,No,Extended,College,1/13/2011,Employed,M,30430,Suburban,Single
ZG19911,California,2552.23,No,Basic,Bachelor,2/2/2011,Employed,F,35149,Rural,Married
DI89983,California,5223.43,No,Basic,Bachelor,2/4/2011,Medical Leave,M,16513,Suburban,Divorced
IG56214,Nevada,5010.45,No,Basic,High School or Below,1/27/2011,Disabled,M,10892,Suburban,Divorced
LC59148,Washington,5597.12,Yes,Extended,High School or Below,1/27/2011,Employed,F,37995,Suburban,Married
UO95739,Oregon,4457.94,No,Basic,College,2/24/2011,Employed,M,54704,Urban,Divorced
SB64873,Oregon,8200.79,No,Basic,Doctor,2/13/2011,Employed,M,25381,Suburban,Single
TE82896,Oregon,2746.08,No,Basic,High School or Below,2/19/2011,Unemployed,F,0,Suburban,Married
VY64199,Oregon,10215.78,No,Basic,Bachelor,1/9/2011,Disabled,F,18150,Urban,Married
IE82679,California,2453.57,Yes,Basic,Bachelor,2/9/2011,Medical Leave,M,29735,Suburban,Single
SL70257,Nevada,5872.96,No,Basic,College,2/4/2011,Employed,F,77156,Suburban,Divorced
XJ85947,Oregon,3118.93,No,Extended,College,2/5/2011,Employed,F,88782,Urban,Divorced
EF84269,California,5568.66,No,Extended,College,2/21/2011,Employed,F,51489,Rural,Married
NY91328,California,9029.71,No,Extended,Bachelor,2/2/2011,Retired,F,16972,Suburban,Divorced
AT49447,California,7591.83,No,Extended,Bachelor,1/15/2011,Employed,M,99359,Rural,Married
BM70908,Arizona,2255.31,No,Basic,College,1/26/2011,Employed,M,58289,Suburban,Single
GM63998,Oregon,32613.69,No,Premium,Doctor,2/14/2011,Employed,F,45173,Suburban,Married
AR61426,California,9445.65,No,Extended,Bachelor,1/24/2011,Employed,F,93246,Rural,Married
CB62406,Arizona,6803.6,No,Premium,High School or Below,2/4/2011,Employed,M,43758,Suburban,Married
WH82416,Oregon,9766.22,No,Extended,Bachelor,2/12/2011,Employed,M,75651,Urban,Married
UI53874,Arizona,7294.85,No,Basic,Doctor,2/2/2011,Unemployed,F,0,Suburban,Divorced
LM44949,Oregon,5682.52,No,Basic,Doctor,1/13/2011,Employed,F,36938,Urban,Married
JR59597,California,6332.94,No,Extended,Bachelor,2/27/2011,Employed,M,50843,Suburban,Single
ZS22428,California,4916.58,No,Basic,Bachelor,2/14/2011,Employed,F,21907,Rural,Married
AZ34845,California,4798.24,No,Basic,Bachelor,2/20/2011,Employed,F,77846,Urban,Married
FL67726,Washington,10408.97,Yes,Basic,High School or Below,2/18/2011,Retired,M,20228,Suburban,Divorced
QU20310,Arizona,9247.46,No,Extended,High School or Below,1/2/2011,Employed,F,97030,Suburban,Married
NQ42020,Oregon,7322.93,No,Basic,High School or Below,2/7/2011,Employed,M,80864,Urban,Married
ZF40143,Nevada,8275.9,No,Premium,College,1/24/2011,Employed,F,48197,Suburban,Single
GU65780,California,5635.4,No,Basic,Doctor,1/20/2011,Employed,M,70837,Suburban,Married
KY32675,Arizona,14970.29,No,Extended,High School or Below,1/11/2011,Employed,M,85297,Suburban,Married
ZX35838,Oregon,9336.34,No,Premium,Master,1/25/2011,Employed,F,70177,Rural,Married
LU42720,Nevada,48356.96,No,Extended,College,2/20/2011,Employed,M,52499,Suburban,Divorced
FB25242,Oregon,5686.92,No,Basic,College,1/15/2011,Employed,M,63143,Suburban,Married
RW51650,Oregon,8622.84,Yes,Basic,Bachelor,2/18/2011,Employed,M,97361,Suburban,Single
XX94684,Nevada,5079.67,No,Extended,High School or Below,1/28/2011,Employed,M,50052,Suburban,Single
AH99727,Arizona,5623.31,No,Basic,Bachelor,1/5/2011,Disabled,F,11612,Suburban,Married
NZ85858,Arizona,5270.01,No,Basic,High School or Below,1/29/2011,Employed,F,78115,Urban,Married
JU19953,California,8621.17,No,Basic,Master,1/8/2011,Employed,F,81947,Urban,Married
LC33025,Oregon,7918.33,No,Extended,College,2/14/2011,Employed,M,44698,Suburban,Married
BV86143,California,21034.02,No,Basic,High School or Below,2/23/2011,Employed,F,26876,Urban,Married
AY88788,Oregon,15417.68,No,Basic,College,1/3/2011,Employed,F,69841,Urban,Married
OJ33945,Oregon,8692.64,No,Basic,High School or Below,1/8/2011,Employed,F,97768,Rural,Divorced
LO84523,Oregon,6503.14,No,Basic,High School or Below,2/4/2011,Unemployed,M,0,Suburban,Single
GJ43254,Washington,31642.1,No,Extended,College,1/22/2011,Employed,M,89057,Rural,Married
AR96516,Oregon,5914.95,No,Basic,Bachelor,1/28/2011,Employed,F,50217,Suburban,Married
WH11924,Washington,4645.84,No,Basic,College,2/5/2011,Unemployed,M,0,Suburban,Single
DL26809,Nevada,6826.8,No,Basic,College,2/27/2011,Unemployed,M,0,Suburban,Single
MV69686,Oregon,3982.18,No,Extended,Doctor,1/3/2011,Employed,F,38500,Urban,Married
SC95565,Nevada,2887.78,No,Basic,High School or Below,2/15/2011,Employed,F,62018,Urban,Married
RL31641,Oregon,2252.42,No,Basic,College,1/29/2011,Unemployed,F,0,Suburban,Single
OH83248,California,8458.53,No,Premium,Master,1/1/2011,Employed,M,57394,Urban,Married
DB28979,California,7478.31,No,Basic,Bachelor,1/26/2011,Employed,M,23530,Suburban,Divorced
ZS32263,California,3788.65,No,Extended,High School or Below,2/22/2011,Employed,F,48887,Suburban,Divorced
IY59173,Oregon,5220.69,No,Extended,Master,1/6/2011,Employed,F,68867,Suburban,Married
KL17620,California,7130.29,No,Basic,College,1/28/2011,Disabled,F,12062,Suburban,Single
CP28581,Arizona,8513.59,No,Basic,College,2/11/2011,Employed,M,59230,Rural,Married
QR15592,Arizona,5660.13,No,Basic,Bachelor,2/18/2011,Employed,F,59586,Rural,Divorced
DX98298,Washington,4082.17,No,Basic,High School or Below,1/8/2011,Employed,M,57506,Suburban,Married
TG68823,Arizona,5318.9,Yes,Basic,Bachelor,1/12/2011,Employed,F,25134,Suburban,Married
WO78310,Oregon,4160.16,No,Basic,College,2/8/2011,Unemployed,F,0,Suburban,Single
SC78905,Oregon,2237.35,No,Basic,College,2/4/2011,Unemployed,F,0,Suburban,Married
EL88957,California,3460.12,No,Basic,College,1/14/2011,Unemployed,M,0,Suburban,Married
SS54050,California,16005.51,No,Basic,Bachelor,1/11/2011,Employed,M,44901,Suburban,Married
ZV99487,Arizona,6986.6,No,Extended,Bachelor,1/11/2011,Unemployed,F,0,Rural,Married
XI51746,Oregon,8826.96,No,Basic,Bachelor,1/21/2011,Employed,F,28463,Urban,Married
KG85675,Nevada,4726.87,Yes,Extended,Bachelor,1/10/2011,Medical Leave,F,13037,Suburban,Married
KK64803,California,27443.47,No,Extended,High School or Below,2/5/2011,Employed,M,82320,Suburban,Married
OM80593,California,7247.31,No,Basic,Bachelor,2/23/2011,Unemployed,F,0,Suburban,Single
RL59810,Oregon,5137.85,No,Basic,College,2/18/2011,Employed,F,78460,Urban,Married
QQ53360,Nevada,2739.06,No,Extended,College,1/13/2011,Unemployed,M,0,Suburban,Married
WR76339,California,5092.79,No,Basic,College,1/11/2011,Employed,M,46922,Suburban,Married
BA40043,California,5799.83,No,Basic,College,1/3/2011,Employed,M,60689,Rural,Single
MK52197,Nevada,5507.06,No,Basic,Master,2/8/2011,Unemployed,F,0,Suburban,Married
SV48204,Oregon,10484.92,Yes,Extended,College,2/1/2011,Employed,F,61108,Rural,Divorced
RJ79502,Arizona,8501.28,No,Basic,Bachelor,2/8/2011,Employed,M,98003,Urban,Divorced
SM14243,Washington,8426.06,No,Basic,High School or Below,2/26/2011,Unemployed,F,0,Suburban,Married
NL32558,Arizona,6503.4,Yes,Extended,High School or Below,2/19/2011,Disabled,F,22081,Suburban,Married
CP92616,Nevada,46805.22,No,Extended,High School or Below,2/25/2011,Employed,M,83006,Urban,Married
BP28492,Arizona,4834.71,Yes,Basic,College,1/31/2011,Employed,F,38713,Suburban,Divorced
MX28412,Oregon,2575.32,No,Basic,College,1/13/2011,Medical Leave,F,28700,Suburban,Married
DT99586,California,37111.66,No,Basic,Master,2/8/2011,Employed,F,61552,Rural,Married
IC41932,Nevada,4371.19,No,Basic,College,1/4/2011,Employed,M,56718,Suburban,Divorced
DA35744,Oregon,16796.34,No,Basic,Doctor,1/10/2011,Employed,M,66776,Rural,Single
GU96042,California,7988.51,No,Basic,High School or Below,2/4/2011,Employed,M,58268,Urban,Married
UW98698,California,2269.84,No,Basic,College,2/8/2011,Unemployed,M,0,Suburban,Single
SF32458,California,4991.47,No,Basic,Doctor,1/30/2011,Medical Leave,M,12608,Urban,Married
OM85313,California,2921.93,No,Basic,Master,1/15/2011,Employed,M,63499,Urban,Married
MH81246,Oregon,7613.19,No,Extended,High School or Below,2/17/2011,Employed,M,36247,Urban,Married
OH99089,California,5827.41,No,Basic,Master,2/22/2011,Employed,F,30228,Rural,Married
TG57800,Oregon,2600.64,No,Basic,College,1/13/2011,Unemployed,F,0,Suburban,Single
GX19342,California,8491.47,No,Premium,High School or Below,1/28/2011,Unemployed,F,0,Suburban,Single
XE39286,Arizona,9778.73,No,Extended,Bachelor,1/3/2011,Employed,F,99364,Suburban,Married
JA93297,California,22658.54,Yes,Basic,Bachelor,1/25/2011,Retired,M,23665,Suburban,Married
II37789,Arizona,10004.03,No,Extended,College,2/18/2011,Unemployed,F,0,Suburban,Single
IC32996,Oregon,4872.77,No,Basic,High School or Below,2/9/2011,Employed,M,69247,Urban,Married
LO67195,Arizona,7444.81,No,Extended,College,1/28/2011,Employed,F,56047,Rural,Married
PG93638,Oregon,5761.11,No,Basic,College,1/22/2011,Employed,M,28919,Urban,Married
OZ41737,Oregon,5366.78,No,Basic,Doctor,2/22/2011,Unemployed,F,0,Urban,Married
OY66019,Oregon,6259.48,No,Extended,College,2/28/2011,Unemployed,F,0,Urban,Married
CH73843,Arizona,7623.58,No,Basic,High School or Below,2/9/2011,Employed,M,69900,Rural,Married
XT93203,California,10963.96,Yes,Premium,High School or Below,2/8/2011,Employed,M,55687,Suburban,Divorced
OR85652,Oregon,7427.85,No,Extended,Bachelor,2/17/2011,Employed,F,78294,Rural,Married
YD87931,Washington,4951.66,No,Basic,Doctor,1/10/2011,Employed,M,46896,Rural,Married
XK11432,Arizona,4665.13,No,Basic,Bachelor,2/2/2011,Unemployed,M,0,Suburban,Married
OX24868,California,6021.84,No,Premium,High School or Below,2/25/2011,Unemployed,F,0,Suburban,Single
EZ74530,Nevada,3074.11,No,Basic,High School or Below,1/8/2011,Unemployed,M,0,Suburban,Single
HP46467,Oregon,4953.09,No,Extended,College,2/18/2011,Employed,F,21385,Suburban,Divorced
KP54476,California,7780.49,No,Extended,Master,1/22/2011,Employed,M,87128,Suburban,Single
AI47152,Nevada,7992.78,No,Basic,College,1/21/2011,Employed,F,35434,Urban,Married
BU15334,California,4170.69,Yes,Basic,Master,1/17/2011,Employed,F,29462,Suburban,Single
GD59796,Nevada,23228.24,No,Premium,College,2/15/2011,Employed,F,53243,Suburban,Single
OX59701,California,5445.82,No,Extended,High School or Below,1/20/2011,Employed,M,21006,Suburban,Married
OD63728,California,4558.5,No,Basic,College,2/4/2011,Unemployed,F,0,Suburban,Single
JC38573,Oregon,5528.21,Yes,Basic,Bachelor,1/19/2011,Employed,M,36088,Suburban,Single
RC11491,Oregon,10390.67,No,Extended,College,1/2/2011,Employed,F,28948,Rural,Married
RZ24101,Nevada,7142.55,No,Premium,College,1/4/2011,Medical Leave,F,24417,Suburban,Divorced
OB88698,Oregon,5469.54,No,Basic,High School or Below,1/23/2011,Employed,M,67099,Rural,Married
IK92617,Oregon,11628.73,No,Extended,Bachelor,2/11/2011,Employed,F,97830,Urban,Married
YH43996,Arizona,10189.65,No,Premium,College,1/21/2011,Unemployed,M,0,Suburban,Single
BJ65040,Arizona,2733.43,No,Basic,High School or Below,1/3/2011,Employed,F,93558,Suburban,Married
WY57101,Arizona,4014.45,Yes,Extended,Doctor,1/8/2011,Employed,F,37384,Suburban,Married
OG77759,Arizona,7119.53,No,Basic,Bachelor,1/14/2011,Disabled,M,28227,Suburban,Married
HN38084,Nevada,11772.79,No,Basic,High School or Below,1/10/2011,Employed,M,51008,Suburban,Married
GD11927,California,2381.79,No,Basic,High School or Below,2/25/2011,Employed,M,78185,Suburban,Single
MC20349,California,5208.35,No,Basic,Bachelor,1/30/2011,Unemployed,F,0,Suburban,Single
HM22034,Nevada,5018.73,No,Basic,College,1/22/2011,Unemployed,M,0,Suburban,Divorced
KH48996,Arizona,11900.54,No,Basic,Bachelor,2/23/2011,Employed,F,97205,Rural,Divorced
VM34210,Washington,7399.03,No,Basic,College,1/1/2011,Unemployed,F,0,Urban,Married
