Customer,State,Monthly_Premium_Auto,Months_Since_Last_Claim,Months_Since_Policy_Inception,Number_of_Open_Complaints,Number_of_Policies,Policy_Type,Policy,Renew_Offer_Type,Sales_Channel,Total_Claim_Amount,Vehicle_Class,Vehicle_Size
JW62354,Nevada,108,28,10,0,1,Personal Auto,Personal L1,Offer2,Branch,112.66,SUV,Large
TT18939,California,64,2,32,0,3,Personal Auto,Personal L2,Offer3,Branch,71.3,Four-Door Car,Medsize
IJ21010,Arizona,130,12,15,0,1,Personal Auto,Personal L2,Offer2,Agent,624,SUV,Medsize
PZ31902,Arizona,74,14,22,2,8,Personal Auto,Personal L3,Offer4,Web,201.33,Two-Door Car,Medsize
WD88540,California,96,6,60,0,1,Personal Auto,Personal L1,Offer4,Web,460.8,Two-Door Car,Large
IL67915,Arizona,107,13,98,0,4,Corporate Auto,Corporate L2,Offer1,Branch,462.65,Four-Door Car,Medsize
VQ76590,Arizona,106,11,54,0,2,Personal Auto,Personal L1,Offer1,Agent,508.8,SUV,Medsize
FJ60600,Oregon,96,0,38,0,3,Personal Auto,Personal L3,Offer1,Agent,818.73,Four-Door Car,Small
MP53132,Oregon,136,7,34,0,3,Corporate Auto,Corporate L3,Offer1,Agent,979.2,SUV,Large
XP96549,Oregon,112,14,11,0,1,Personal Auto,Personal L3,Offer2,Branch,537.6,SUV,Large
VC34797,California,62,0,50,2,1,Corporate Auto,Corporate L2,Offer3,Agent,10.56,Four-Door Car,Medsize
QV30663,Nevada,121,13,95,0,3,Personal Auto,Personal L3,Offer3,Call Center,272.79,SUV,Medsize
AK90865,Oregon,110,16,17,0,5,Special Auto,Special L2,Offer2,Agent,686.91,Sports Car,Medsize
BX51438,Arizona,72,17,74,2,1,Personal Auto,Personal L1,Offer4,Web,302.94,Four-Door Car,Medsize
DU38713,Arizona,72,20,89,0,5,Personal Auto,Personal L1,Offer2,Call Center,37.29,Two-Door Car,Medsize
WQ13284,California,71,3,18,1,2,Personal Auto,Personal L2,Offer1,Web,319.13,Four-Door Car,Medsize
JB36584,Arizona,71,8,4,0,2,Personal Auto,Personal L3,Offer2,Call Center,340.8,Four-Door Car,Medsize
WQ23548,California,102,20,7,1,2,Personal Auto,Personal L2,Offer4,Web,489.6,SUV,Medsize
WZ98067,Oregon,105,15,72,1,1,Personal Auto,Personal L2,Offer3,Agent,77.48,Four-Door Car,Medsize
AQ11656,Arizona,61,5,90,0,1,Personal Auto,Personal L2,Offer4,Call Center,437.04,Four-Door Car,Medsize
KL14426,Nevada,124,18,70,0,1,Personal Auto,Personal L3,Offer1,Agent,353.4,SUV,Medsize
PG48617,California,72,4,73,0,1,Personal Auto,Personal L3,Offer2,Call Center,231.97,Four-Door Car,Medsize
QB24570,Oregon,122,15,47,0,9,Corporate Auto,Corporate L3,Offer1,Branch,650.52,Sports Car,Medsize
NI68379,Oregon,81,26,74,0,9,Personal Auto,Personal L1,Offer2,Agent,388.8,Four-Door Car,Medsize
RS92763,Oregon,72,15,70,0,2,Personal Auto,Personal L2,Offer2,Branch,693.08,Four-Door Car,Medsize
PA75237,Nevada,62,1,47,0,2,Corporate Auto,Corporate L2,Offer2,Branch,432.48,Two-Door Car,Medsize
LR35392,Oregon,116,11,35,0,3,Personal Auto,Personal L2,Offer1,Web,556.8,Four-Door Car,Medsize
KC22636,California,68,11,83,0,9,Personal Auto,Personal L3,Offer2,Web,65.66,Four-Door Car,Large
IJ98317,California,90,25,79,0,6,Personal Auto,Personal L3,Offer3,Agent,59.85,Four-Door Car,Medsize
DY49235,Arizona,69,23,52,0,9,Personal Auto,Personal L3,Offer2,Agent,378.35,Four-Door Car,Medsize
EG94409,Nevada,67,10,75,0,7,Special Auto,Special L2,Offer2,Branch,482.4,Four-Door Car,Medsize
GB59748,Arizona,77,3,34,0,4,Personal Auto,Personal L2,Offer2,Web,203.3,Four-Door Car,Medsize
MP68135,Oregon,83,7,49,1,6,Personal Auto,Personal L2,Offer1,Call Center,398.4,Four-Door Car,Small
CZ56843,California,86,22,64,1,2,Personal Auto,Personal L1,Offer1,Call Center,412.8,Four-Door Car,Medsize
DJ47372,California,96,29,59,0,2,Personal Auto,Personal L1,Offer3,Call Center,460.8,Four-Door Car,Medsize
XZ51937,California,114,20,87,0,1,Personal Auto,Personal L1,Offer2,Branch,547.2,SUV,Medsize
IZ27630,Oregon,85,14,81,0,7,Personal Auto,Personal L2,Offer2,Branch,324.41,Two-Door Car,Large
IM14119,Arizona,63,15,61,0,1,Special Auto,Special L3,Offer2,Branch,302.4,Two-Door Car,Small
PN53766,California,69,2,36,1,6,Corporate Auto,Corporate L3,Offer1,Branch,330.14,Four-Door Car,Medsize
DQ93036,Arizona,91,30,56,0,7,Personal Auto,Personal L1,Offer1,Branch,40.54,Four-Door Car,Medsize
WA70405,Nevada,105,17,14,0,3,Personal Auto,Personal L3,Offer3,Agent,504,SUV,Medsize
NF51705,Nevada,69,19,33,0,1,Corporate Auto,Corporate L3,Offer2,Branch,270.38,Two-Door Car,Medsize
LR37068,Oregon,93,25,89,0,2,Personal Auto,Personal L3,Offer1,Web,446.4,Four-Door Car,Small
EC18611,Nevada,99,16,20,0,1,Personal Auto,Personal L2,Offer1,Agent,475.2,Two-Door Car,Medsize
NP88319,Oregon,61,28,14,0,2,Corporate Auto,Corporate L3,Offer4,Call Center,314.53,Two-Door Car,Medsize
AA11235,Nevada,73,0,99,3,1,Personal Auto,Personal L3,Offer2,Branch,350.4,Two-Door Car,Medsize
DL55489,Oregon,72,23,10,0,9,Corporate Auto,Corporate L2,Offer3,Web,345.6,Four-Door Car,Medsize
UU53919,Oregon,68,25,12,0,4,Personal Auto,Personal L2,Offer3,Call Center,184.96,Two-Door Car,Medsize
JI11950,California,63,21,78,0,7,Personal Auto,Personal L3,Offer1,Agent,302.4,Two-Door Car,Medsize
QB82117,Oregon,119,9,8,0,3,Personal Auto,Personal L2,Offer2,Web,571.2,Sports Car,Medsize
MR33456,Washington,107,8,52,2,8,Personal Auto,Personal L2,Offer2,Agent,513.6,SUV,Medsize
YN17362,California,73,13,33,0,1,Corporate Auto,Corporate L3,Offer1,Agent,350.4,Two-Door Car,Medsize
UR73910,California,67,25,5,1,1,Corporate Auto,Corporate L2,Offer4,Agent,236.84,Four-Door Car,Medsize
KG63751,Washington,95,14,78,0,9,Personal Auto,Personal L3,Offer1,Agent,456,Four-Door Car,Small
NK39001,Oregon,94,31,28,0,1,Personal Auto,Personal L3,Offer3,Branch,285.83,Two-Door Car,Large
HR85493,California,68,10,53,0,2,Personal Auto,Personal L3,Offer3,Agent,326.4,Two-Door Car,Medsize
QC50643,California,136,34,29,0,1,Personal Auto,Personal L3,Offer1,Branch,550.13,SUV,Medsize
LO90345,Oregon,185,5,69,0,5,Corporate Auto,Corporate L3,Offer2,Web,75.7,Luxury SUV,Small
WK64739,Arizona,63,22,96,0,1,Corporate Auto,Corporate L3,Offer1,Web,352.39,Four-Door Car,Medsize
QK88438,Arizona,67,10,71,0,3,Personal Auto,Personal L3,Offer2,Agent,134.12,Four-Door Car,Medsize
QX42433,California,92,23,47,0,3,Personal Auto,Personal L3,Offer1,Agent,501.09,Four-Door Car,Medsize
BH52611,California,144,23,28,0,8,Personal Auto,Personal L2,Offer1,Branch,422.78,SUV,Medsize
SA77508,Oregon,72,3,18,0,5,Personal Auto,Personal L3,Offer2,Branch,29.3,Four-Door Car,Large
HD99234,Oregon,94,23,34,0,2,Personal Auto,Personal L1,Offer3,Agent,451.2,Four-Door Car,Medsize
DE37110,California,118,13,32,0,1,Personal Auto,Personal L3,Offer1,Call Center,200.64,Sports Car,Medsize
DJ93289,California,61,19,24,0,8,Personal Auto,Personal L3,Offer4,Agent,71.98,Two-Door Car,Large
AC40767,Washington,64,10,47,0,1,Personal Auto,Personal L2,Offer4,Branch,165.57,Two-Door Car,Medsize
GA79817,Arizona,65,8,91,0,1,Corporate Auto,Corporate L2,Offer3,Call Center,468,Four-Door Car,Medsize
QH62059,California,64,26,11,1,7,Personal Auto,Personal L3,Offer1,Web,307.2,Four-Door Car,Medsize
ZS35053,Arizona,97,29,53,1,1,Personal Auto,Personal L3,Offer1,Agent,465.6,Four-Door Car,Large
II37804,Nevada,106,16,61,0,1,Personal Auto,Personal L3,Offer1,Agent,344.77,SUV,Small
GE63585,California,62,5,29,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,199.55,Two-Door Car,Medsize
UV86903,California,73,35,52,3,5,Personal Auto,Personal L3,Offer1,Web,350.4,Two-Door Car,Medsize
JL71713,California,78,18,68,0,8,Personal Auto,Personal L3,Offer3,Branch,219.36,Four-Door Car,Medsize
DO60145,Arizona,122,27,2,0,1,Personal Auto,Personal L3,Offer2,Agent,725.87,SUV,Medsize
FC59209,California,67,30,13,0,1,Personal Auto,Personal L1,Offer4,Call Center,321.6,Four-Door Car,Large
XQ74827,Arizona,249,22,6,0,3,Special Auto,Special L3,Offer1,Agent,2294.63,Luxury Car,Medsize
EY13576,Oregon,110,19,87,4,3,Personal Auto,Personal L2,Offer1,Web,528,SUV,Medsize
US82810,California,127,18,97,0,2,Corporate Auto,Corporate L3,Offer1,Agent,609.6,SUV,Medsize
RC61383,Oregon,104,14,37,0,2,Personal Auto,Personal L2,Offer4,Branch,631.59,SUV,Small
PO80505,Nevada,109,9,10,0,1,Personal Auto,Personal L3,Offer1,Agent,523.2,SUV,Medsize
MD17521,Oregon,129,1,78,0,4,Personal Auto,Personal L3,Offer2,Web,359.48,SUV,Medsize
YV93921,California,67,24,38,0,8,Personal Auto,Personal L2,Offer3,Web,29.88,Four-Door Car,Medsize
JP64518,Nevada,62,19,54,0,1,Corporate Auto,Corporate L2,Offer1,Call Center,298.63,Two-Door Car,Small
OI98135,Washington,103,6,20,0,1,Personal Auto,Personal L3,Offer2,Web,674.97,SUV,Medsize
XS97845,Oregon,113,10,74,1,1,Personal Auto,Personal L2,Offer1,Call Center,496.84,Four-Door Car,Medsize
DL20327,Oregon,63,5,74,0,2,Personal Auto,Personal L2,Offer3,Agent,287.45,Four-Door Car,Medsize
GD86131,California,71,29,70,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,398.5,Four-Door Car,Medsize
ID21061,Arizona,90,19,17,0,5,Personal Auto,Personal L3,Offer2,Web,411.67,Four-Door Car,Large
EN65835,Arizona,185,0,84,0,2,Personal Auto,Personal L2,Offer2,Agent,888,SUV,Medsize
BE65350,Oregon,66,30,64,0,5,Personal Auto,Personal L3,Offer1,Agent,409.68,Two-Door Car,Large
GI82721,Arizona,69,24,99,0,2,Corporate Auto,Corporate L1,Offer1,Branch,340.78,Four-Door Car,Medsize
YR84813,Oregon,105,7,91,0,2,Special Auto,Special L2,Offer3,Call Center,756,Four-Door Car,Medsize
JZ28301,Oregon,70,7,91,0,8,Personal Auto,Personal L3,Offer4,Call Center,215.73,Four-Door Car,Large
HL40930,Oregon,92,19,10,0,3,Personal Auto,Personal L3,Offer2,Branch,224.71,Four-Door Car,Large
HL33607,Washington,74,22,94,3,2,Personal Auto,Personal L2,Offer2,Agent,355.2,Four-Door Car,Large
WU21638,California,191,2,70,0,1,Personal Auto,Personal L3,Offer2,Web,1317.01,Luxury SUV,Medsize
AG32304,Nevada,67,25,26,0,3,Personal Auto,Personal L3,Offer1,Call Center,90.52,Four-Door Car,Medsize
JX26859,California,92,24,95,4,1,Personal Auto,Personal L3,Offer1,Branch,441.6,Two-Door Car,Medsize
KC75958,California,63,4,52,0,2,Personal Auto,Personal L1,Offer2,Agent,685.13,Four-Door Car,Medsize
ZV32968,Oregon,61,6,48,0,2,Personal Auto,Personal L3,Offer2,Agent,386.03,Four-Door Car,Small
GU45597,Oregon,117,26,33,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,561.6,SUV,Medsize
SO95845,California,74,9,2,0,7,Personal Auto,Personal L3,Offer4,Call Center,133.98,Two-Door Car,Medsize
GL32197,Oregon,64,6,3,1,3,Personal Auto,Personal L2,Offer3,Call Center,22.96,Four-Door Car,Medsize
SC11374,Nevada,109,26,11,0,3,Corporate Auto,Corporate L3,Offer2,Agent,3.55,SUV,Medsize
RT29777,Oregon,111,5,59,0,1,Personal Auto,Personal L3,Offer1,Branch,359.37,SUV,Small
OB73235,California,62,0,70,0,1,Corporate Auto,Corporate L3,Offer1,Agent,110.56,Two-Door Car,Medsize
MV41462,Arizona,64,11,92,0,3,Personal Auto,Personal L2,Offer1,Agent,307.2,Two-Door Car,Medsize
FM67585,California,73,21,4,0,9,Personal Auto,Personal L3,Offer3,Agent,17.38,Four-Door Car,Medsize
KG57925,California,61,1,14,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,292.8,Two-Door Car,Medsize
IY24560,California,72,27,9,1,3,Corporate Auto,Corporate L3,Offer2,Agent,518.4,Four-Door Car,Medsize
BV33510,Arizona,83,25,87,1,2,Personal Auto,Personal L3,Offer2,Web,398.4,Four-Door Car,Large
XA77673,Nevada,74,24,54,2,2,Personal Auto,Personal L2,Offer2,Branch,680.75,Four-Door Car,Medsize
XN90861,Arizona,69,14,46,0,5,Personal Auto,Personal L1,Offer2,Web,178.7,Two-Door Car,Medsize
WS84995,Nevada,80,8,71,0,2,Personal Auto,Personal L3,Offer1,Agent,384,Four-Door Car,Medsize
ZZ49347,Oregon,65,8,23,0,1,Personal Auto,Personal L3,Offer2,Call Center,312,Four-Door Car,Small
XX85323,Arizona,199,5,42,0,1,Personal Auto,Personal L3,Offer4,Agent,955.2,SUV,Medsize
JO64487,California,76,4,43,5,2,Special Auto,Special L2,Offer1,Agent,547.2,Four-Door Car,Large
TO55363,Oregon,67,22,18,0,2,Personal Auto,Personal L1,Offer4,Agent,407.89,Two-Door Car,Medsize
UE67791,Arizona,67,9,20,3,2,Personal Auto,Personal L3,Offer1,Agent,482.4,Two-Door Car,Medsize
JN69287,California,87,26,53,0,1,Personal Auto,Personal L2,Offer1,Agent,490.64,Two-Door Car,Small
AT55072,Arizona,113,13,6,0,3,Personal Auto,Personal L2,Offer2,Agent,684.95,Four-Door Car,Medsize
LV34368,California,69,30,44,0,3,Special Auto,Special L3,Offer1,Agent,472.61,Four-Door Car,Medsize
QU40939,Arizona,88,3,64,0,2,Personal Auto,Personal L3,Offer4,Web,633.6,Four-Door Car,Medsize
IP94270,Arizona,181,22,79,0,8,Personal Auto,Personal L2,Offer1,Web,1261.32,SUV,Medsize
KW33804,Nevada,69,11,43,4,2,Personal Auto,Personal L1,Offer4,Branch,48.05,Four-Door Car,Large
IA42992,Arizona,104,5,25,0,3,Special Auto,Special L3,Offer1,Agent,499.2,SUV,Medsize
CZ19025,Oregon,64,23,16,1,1,Personal Auto,Personal L1,Offer1,Web,545.08,Four-Door Car,Small
EN54716,Oregon,63,1,9,0,1,Personal Auto,Personal L1,Offer2,Branch,333.7,Two-Door Car,Medsize
UF27940,Washington,100,3,65,3,1,Corporate Auto,Corporate L3,Offer2,Call Center,480,SUV,Medsize
QD36118,Oregon,69,30,69,0,9,Personal Auto,Personal L2,Offer1,Call Center,331.2,Four-Door Car,Medsize
XI52305,California,62,1,99,0,5,Personal Auto,Personal L3,Offer2,Call Center,80.73,Four-Door Car,Medsize
HZ25580,Washington,61,2,20,0,1,Corporate Auto,Corporate L3,Offer2,Agent,346.99,Two-Door Car,Medsize
JY97451,California,69,23,54,0,1,Personal Auto,Personal L3,Offer1,Agent,238.95,Four-Door Car,Medsize
US78266,California,65,29,35,2,2,Corporate Auto,Corporate L2,Offer1,Call Center,468,Four-Door Car,Medsize
SX25962,Arizona,193,11,46,1,3,Personal Auto,Personal L2,Offer3,Branch,273.7,Luxury Car,Medsize
XQ12791,California,86,20,23,0,1,Personal Auto,Personal L3,Offer2,Branch,691.71,Four-Door Car,Medsize
EU59853,California,107,11,48,1,1,Personal Auto,Personal L3,Offer4,Branch,220.64,Four-Door Car,Medsize
QR21417,California,73,35,52,3,5,Corporate Auto,Corporate L3,Offer1,Web,350.4,Two-Door Car,Medsize
CI27304,California,81,0,71,2,2,Personal Auto,Personal L2,Offer2,Agent,329.98,Four-Door Car,Medsize
WJ52097,Oregon,91,3,21,0,1,Corporate Auto,Corporate L2,Offer2,Web,436.8,Four-Door Car,Medsize
FT65961,California,63,3,35,1,4,Corporate Auto,Corporate L3,Offer3,Branch,339.91,Four-Door Car,Small
DP87594,Oregon,70,11,94,0,1,Personal Auto,Personal L3,Offer1,Branch,265.63,Two-Door Car,Medsize
KP96020,Arizona,107,3,46,0,1,Corporate Auto,Corporate L2,Offer1,Agent,416.85,Sports Car,Small
HQ15974,Nevada,76,4,51,1,2,Personal Auto,Personal L2,Offer1,Agent,32.51,Four-Door Car,Medsize
VE98553,Oregon,117,14,3,0,1,Personal Auto,Personal L3,Offer2,Agent,784.19,Four-Door Car,Large
ME44353,Oregon,74,2,59,0,5,Personal Auto,Personal L2,Offer3,Call Center,250.45,Four-Door Car,Medsize
AE62631,Oregon,72,10,99,0,2,Personal Auto,Personal L1,Offer4,Agent,373.32,Two-Door Car,Medsize
GX29162,Arizona,108,23,94,0,2,Personal Auto,Personal L3,Offer1,Web,16.43,Two-Door Car,Small
LY69932,Oregon,103,3,26,0,3,Personal Auto,Personal L3,Offer4,Web,494.4,Sports Car,Small
YY74036,California,65,12,81,3,1,Corporate Auto,Corporate L3,Offer1,Call Center,91.94,Four-Door Car,Medsize
DP92488,Washington,67,9,30,0,1,Personal Auto,Personal L1,Offer4,Agent,321.6,Two-Door Car,Medsize
FO74055,California,76,34,48,0,1,Personal Auto,Personal L3,Offer4,Call Center,53.1,Two-Door Car,Medsize
GT97121,California,83,2,43,0,2,Personal Auto,Personal L3,Offer2,Branch,398.4,Four-Door Car,Medsize
VF83291,Oregon,69,12,89,0,8,Personal Auto,Personal L1,Offer1,Agent,632.08,Four-Door Car,Small
OU76593,Oregon,96,11,55,0,5,Personal Auto,Personal L3,Offer2,Agent,460.8,Four-Door Car,Medsize
HO40387,California,72,0,93,3,1,Personal Auto,Personal L3,Offer4,Call Center,345.6,Two-Door Car,Small
GR37045,Nevada,80,9,96,0,1,Corporate Auto,Corporate L2,Offer2,Web,576,Four-Door Car,Small
KZ84621,Nevada,103,35,71,1,3,Personal Auto,Personal L3,Offer4,Web,411.23,SUV,Small
FR82361,Arizona,88,24,12,0,2,Personal Auto,Personal L3,Offer1,Branch,422.4,Four-Door Car,Large
UM14883,California,103,2,46,0,2,Special Auto,Special L1,Offer4,Agent,355.41,SUV,Medsize
UX32931,California,65,30,55,1,4,Corporate Auto,Corporate L1,Offer1,Branch,230.1,Four-Door Car,Medsize
QA68548,California,61,35,71,0,2,Personal Auto,Personal L3,Offer2,Agent,292.8,Two-Door Car,Medsize
QV40364,California,100,4,22,1,2,Personal Auto,Personal L1,Offer2,Call Center,480,SUV,Medsize
TY87896,California,108,23,55,0,2,Personal Auto,Personal L2,Offer2,Branch,518.4,SUV,Medsize
CV75841,California,110,35,46,0,1,Personal Auto,Personal L2,Offer1,Agent,74.74,Four-Door Car,Medsize
YO62357,California,65,4,65,3,2,Personal Auto,Personal L3,Offer1,Call Center,18.97,Two-Door Car,Medsize
YN19139,Nevada,72,4,14,0,1,Corporate Auto,Corporate L3,Offer2,Agent,518.4,Four-Door Car,Medsize
PE63707,Nevada,67,9,89,0,9,Personal Auto,Personal L2,Offer1,Web,321.6,Four-Door Car,Medsize
NS74173,Nevada,74,12,10,0,1,Corporate Auto,Corporate L1,Offer2,Branch,57.68,Two-Door Car,Medsize
ZI73222,California,211,31,52,0,5,Personal Auto,Personal L3,Offer1,Web,1012.8,Luxury SUV,Medsize
AC24378,Arizona,94,5,54,0,9,Corporate Auto,Corporate L3,Offer4,Call Center,262.75,Four-Door Car,Medsize
XR71687,Oregon,118,17,79,0,6,Personal Auto,Personal L2,Offer2,Agent,294.91,SUV,Medsize
GJ70481,Arizona,64,6,47,0,8,Personal Auto,Personal L3,Offer3,Agent,628.8,Four-Door Car,Small
JI94264,Arizona,135,35,4,0,5,Personal Auto,Personal L3,Offer2,Agent,972,SUV,Large
YI95434,California,73,16,88,0,1,Personal Auto,Personal L3,Offer2,Branch,350.4,Four-Door Car,Medsize
RL34830,California,97,11,37,0,7,Corporate Auto,Corporate L2,Offer2,Web,465.6,Four-Door Car,Medsize
CA96568,Oregon,133,11,30,0,7,Corporate Auto,Corporate L3,Offer1,Agent,827.09,SUV,Small
UO16539,Washington,110,5,75,2,3,Personal Auto,Personal L3,Offer2,Agent,556.1,SUV,Medsize
NP18074,Arizona,105,10,64,0,1,Personal Auto,Personal L3,Offer1,Call Center,533.26,SUV,Small
TW45475,Nevada,124,7,2,3,6,Personal Auto,Personal L3,Offer1,Branch,595.2,SUV,Small
CM66204,Arizona,113,32,7,1,2,Personal Auto,Personal L2,Offer1,Call Center,355.82,SUV,Large
DX80961,Arizona,134,32,55,0,2,Personal Auto,Personal L3,Offer1,Agent,735.49,SUV,Medsize
JZ15681,California,92,2,17,0,1,Personal Auto,Personal L3,Offer3,Agent,354.46,Four-Door Car,Medsize
ZZ31825,Oregon,67,11,26,0,1,Personal Auto,Personal L2,Offer2,Branch,482.4,Four-Door Car,Medsize
TF77410,Arizona,61,18,84,0,6,Personal Auto,Personal L3,Offer2,Branch,421.24,Four-Door Car,Small
HI16452,Oregon,94,27,52,1,1,Special Auto,Special L3,Offer1,Branch,483.88,Four-Door Car,Medsize
CW98845,Oregon,64,2,80,0,1,Personal Auto,Personal L2,Offer4,Branch,307.2,Four-Door Car,Medsize
NI99807,Oregon,118,1,59,0,2,Personal Auto,Personal L2,Offer2,Branch,612.3,SUV,Small
QL45827,Washington,214,8,89,1,2,Personal Auto,Personal L1,Offer1,Branch,1027.2,Luxury Car,Small
GU60969,Arizona,67,2,94,0,1,Corporate Auto,Corporate L2,Offer1,Agent,321.6,Four-Door Car,Large
FS67103,Oregon,80,12,14,0,1,Special Auto,Special L2,Offer3,Web,576,Two-Door Car,Medsize
FQ24929,Oregon,68,31,30,1,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Small
YA12007,California,80,10,11,0,2,Personal Auto,Personal L2,Offer1,Branch,572.85,Four-Door Car,Medsize
EW46828,Arizona,69,32,45,0,2,Personal Auto,Personal L3,Offer1,Branch,331.2,Four-Door Car,Medsize
YP67379,Arizona,84,6,59,0,9,Personal Auto,Personal L3,Offer3,Web,114.82,Four-Door Car,Medsize
KH16079,Washington,66,17,29,0,3,Personal Auto,Personal L1,Offer1,Agent,470.58,Four-Door Car,Small
SJ87277,Arizona,67,15,17,0,1,Corporate Auto,Corporate L2,Offer3,Branch,45.91,Four-Door Car,Large
DW14769,Arizona,108,2,55,1,1,Personal Auto,Personal L3,Offer3,Branch,525.39,Two-Door Car,Large
CN13435,California,68,13,22,0,8,Personal Auto,Personal L3,Offer4,Call Center,185.29,Four-Door Car,Medsize
KO95143,California,108,7,9,0,7,Personal Auto,Personal L3,Offer1,Agent,518.4,Four-Door Car,Medsize
GT66241,California,71,25,30,0,1,Personal Auto,Personal L3,Offer2,Call Center,511.2,Four-Door Car,Medsize
PP97061,Nevada,109,16,70,1,1,Personal Auto,Personal L3,Offer1,Agent,166.94,SUV,Medsize
KP97208,Oregon,73,15,68,0,7,Corporate Auto,Corporate L2,Offer1,Agent,305.03,Two-Door Car,Medsize
SB24397,California,95,12,17,1,6,Personal Auto,Personal L3,Offer1,Agent,185.36,Four-Door Car,Medsize
EM32982,Arizona,111,7,37,0,1,Corporate Auto,Corporate L2,Offer4,Call Center,520.04,SUV,Medsize
LB97434,Arizona,69,27,50,1,9,Personal Auto,Personal L3,Offer1,Call Center,331.2,Two-Door Car,Medsize
RR37715,Oregon,70,17,80,0,2,Corporate Auto,Corporate L3,Offer1,Agent,336,Two-Door Car,Small
TC81636,Arizona,100,9,75,0,2,Corporate Auto,Corporate L3,Offer4,Web,720,SUV,Medsize
IC55961,Arizona,187,22,97,1,2,Corporate Auto,Corporate L2,Offer1,Agent,1430.34,Luxury SUV,Medsize
HR48520,Oregon,109,2,86,0,1,Personal Auto,Personal L2,Offer1,Call Center,784.8,SUV,Large
VI42566,Oregon,74,25,85,0,3,Personal Auto,Personal L3,Offer2,Branch,355.2,Four-Door Car,Large
NU84299,Arizona,71,11,72,0,1,Personal Auto,Personal L1,Offer4,Branch,324.74,Four-Door Car,Medsize
RT63209,California,74,27,5,0,3,Personal Auto,Personal L3,Offer3,Call Center,268.13,Four-Door Car,Medsize
AM52614,Oregon,119,26,26,4,1,Personal Auto,Personal L2,Offer2,Branch,571.2,Sports Car,Medsize
UO40192,Nevada,71,3,34,3,6,Personal Auto,Personal L3,Offer2,Web,280.9,Four-Door Car,Large
SD67101,Nevada,101,7,54,0,1,Personal Auto,Personal L2,Offer1,Agent,694.6,SUV,Medsize
EW35231,Oregon,125,0,59,1,8,Corporate Auto,Corporate L2,Offer1,Agent,600,SUV,Medsize
CT18212,California,96,35,27,0,6,Personal Auto,Personal L2,Offer4,Agent,691.2,Four-Door Car,Medsize
YL91587,Arizona,61,15,6,0,1,Personal Auto,Personal L2,Offer3,Call Center,292.8,Two-Door Car,Large
HS14476,Washington,80,8,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,20.99,Four-Door Car,Medsize
DA28072,Arizona,91,33,47,0,7,Corporate Auto,Corporate L3,Offer2,Call Center,436.8,Four-Door Car,Medsize
JO98946,Oregon,68,27,16,0,1,Personal Auto,Personal L3,Offer1,Agent,377.44,Four-Door Car,Medsize
